ontology ID	label	definition
unit:kF	kilofarad	A unit which is equal to 10³ farad.
unit:kGy	kilogray	A unit which is equal to 10³ gray.
unit:kH	kilohenry	A unit which is equal to 10³ henry.
unit:kHz	kilohertz	A unit which is equal to 10³ hertz.
unit:kHz.m	kilohertz metre	A unit which is equal to 10³ hertz by 1 metre.
unit:kJ	kilojoule	A unit which is equal to 10³ joule.
unit:kJ.K-1	kilojoule per kelvin	A unit which is equal to 10³ joule per 1 kelvin.
unit:kJ.K-1.kg-1	kilojoule per kelvin kilogram	A unit which is equal to 10³ joule per 1 kelvin by 10³ gram.
unit:kJ.d-1.m-2	kilojoule per day square metre	A unit which is equal to 10³ joule per 1 day by 1 square metre.
unit:kJ.hg-1	kilojoule per hectogram	A unit which is equal to 10³ joule per 10² gram.
unit:kJ.kg-1	kilojoule per kilogram	A unit which is equal to 10³ joule per 10³ gram.
unit:kJ.mol-1	kilojoule per mole	A unit which is equal to 10³ joule per 1 mole.
unit:kK	kilokelvin	A unit which is equal to 10³ kelvin.
unit:kL	kilolitre	A unit which is equal to 10³ litre.
unit:kL.h-1	kilolitre per hour	A unit which is equal to 10³ litre per 1 hour.
unit:kN	kilonewton	A unit which is equal to 10³ newton.
unit:kN.m	kilonewton metre	A unit which is equal to 10³ newton by 1 metre.
unit:kNp	kiloneper	A unit which is equal to 10³ neper.
unit:kOhm	kiloohm	A unit which is equal to 10³ ohm.
unit:kPa	kilopascal	A unit which is equal to 10³ pascal.
unit:kPa.K-1	kilopascal per kelvin	A unit which is equal to 10³ pascal per 1 kelvin.
unit:kPa.bar-1	kilopascal per bar	A unit which is equal to 10³ pascal per 1 bar.
unit:kPa.m2.g-1	kilopascal square metre per gram	A unit which is equal to 10³ pascal by 1 square metre per 1 gram.
unit:kPa.mm-1	kilopascal per millimetre	A unit which is equal to 10³ pascal per 10⁻³ metre.
unit:kS	kilosiemens	A unit which is equal to 10³ siemens.
unit:kS.m-1	kilosiemens per metre	A unit which is equal to 10³ siemens per 1 metre.
unit:kSv	kilosievert	A unit which is equal to 10³ sievert.
unit:kT	kilotesla	A unit which is equal to 10³ tesla.
unit:kV	kilovolt	A unit which is equal to 10³ volt.
unit:kV.m-1	kilovolt per metre	A unit which is equal to 10³ volt per 1 metre.
unit:kW	kilowatt	A unit which is equal to 10³ watt.
unit:kWb	kiloweber	A unit which is equal to 10³ weber.
unit:kWb.m-1	kiloweber per metre	A unit which is equal to 10³ weber per 1 metre.
unit:kar	kiloare	A unit which is equal to 10³ are.
unit:kat	katal	A special named SI unit which 1) is a unit of catalytic activity and 2) is equal to a mole per second.
unit:kat.m-3	katal per cubic metre	A unit which is equal to 1 katal per 1 cubic metre.
unit:kcd	kilocandela	A unit which is equal to 10³ candela.
unit:keV	kiloelectronvolt	A unit which is equal to 10³ electronvolt.
unit:keV.um-1	kiloelectronvolt per micrometre	A unit which is equal to 10³ electronvolt per 10⁻⁶ metre.
unit:kg	kilogram	An SI base unit which 1) is the SI unit of mass and 2) is defined by taking the fixed numerical value of the Planck constant
unit:kg.GJ-1	kilogram per gigajoule	A unit which is equal to 10³ gram per 10⁹ joule.
unit:kg.L-1	kilogram per litre	A unit which is equal to 10³ gram per 1 litre.
unit:kg.cm-2	kilogram per square centimetre	A unit which is equal to 10³ gram per 10⁻² square metre.
unit:kg.cm-3	kilogram per cubic centimetre	A unit which is equal to 10³ gram per 10⁻² cubic metre.
unit:kg.d-1	kilogram per day	A unit which is equal to 10³ gram per 1 day.
unit:kg.d-1.har-1	kilogram per day hectare	A unit which is equal to 10³ gram per 1 day by 10² are.
unit:kg.d-1.m-2	kilogram per day square metre	A unit which is equal to 10³ gram per 1 day by 1 square metre.
unit:kg.dm-3	kilogram per cubic decimetre	A unit which is equal to 10³ gram per 10⁻¹ cubic metre.
unit:kg.h-1	kilogram per hour	A unit which is equal to 10³ gram per 1 hour.
unit:kg.h-1.m-1	kilogram per hour metre	A unit which is equal to 10³ gram per 1 hour by 1 metre.
unit:kg.har-1	kilogram per hectare	A unit which is equal to 10³ gram per 10² are.
unit:kg.kg-1	kilogram per kilogram	A unit which is equal to 10³ gram per 10³ gram.
unit:kg.km-2	kilogram per square kilometre	A unit which is equal to 10³ gram per 10³ square metre.
unit:kg.m	kilogram metre	A unit which is equal to 10³ gram by 1 metre.
unit:kg.m-1	kilogram per metre	A unit which is equal to 10³ gram per 1 metre.
unit:kg.m-1.s-1	kilogram per metre second	A unit which is equal to 10³ gram per 1 metre by 1 second.
unit:kg.m-2	kilogram per square metre	A unit which is equal to 10³ gram per 1 square metre.
unit:kg.m-2.Pa-1.s-1	kilogram per square metre pascal second	A unit which is equal to 10³ gram per 1 square metre by 1 pascal by 1 second.
unit:kg.m-2.s-1	kilogram per square metre second	A unit which is equal to 10³ gram per 1 square metre by 1 second.
unit:kg.m-3	kilogram per cubic metre	A unit which is equal to 10³ gram per 1 cubic metre.
unit:kg.m-3.s-1	kilogram per cubic metre second	A unit which is equal to 10³ gram per 1 cubic metre by 1 second.
unit:kg.m.s-1	kilogram metre per second	A unit which is equal to 10³ gram by 1 metre per 1 second.
unit:kg.m.s-2	kilogram metre per square second	A unit which is equal to 10³ gram by 1 metre per 1 square second.
unit:kg.m2	kilogram square metre	A unit which is equal to 10³ gram by 1 square metre.
unit:kg.m2.s-1	kilogram square metre per second	A unit which is equal to 10³ gram by 1 square metre per 1 second.
unit:kg.min-1	kilogram per minute	A unit which is equal to 10³ gram per 1 minute.
unit:kg.mm-1	kilogram per millimetre	A unit which is equal to 10³ gram per 10⁻³ metre.
unit:kg.mm2	kilogram square millimetre	A unit which is equal to 10³ gram by 10⁻³ square metre.
unit:kg.mol-1	kilogram per mole	A unit which is equal to 10³ gram per 1 mole.
unit:kg.s-1	kilogram per second	A unit which is equal to 10³ gram per 1 second.
unit:kg.s-2	kilogram per square second	A unit which is equal to 10³ gram per 1 square second.
unit:kg.s2	kilogram square second	A unit which is equal to 10³ gram by 1 square second.
unit:kg.s2.m-1	kilogram square second per metre	A unit which is equal to 10³ gram by 1 square second per 1 metre.
unit:kg.umol	kilogram micromole	A unit which is equal to 10³ gram by 10⁻⁶ mole.
unit:kg2.s-2	square kilogram per square second	A unit which is equal to 10³ square gram per 1 square second.
unit:kkat	kilokatal	A unit which is equal to 10³ katal.
unit:klm	kilolumen	A unit which is equal to 10³ lumen.
unit:klx	kilolux	A unit which is equal to 10³ lux.
unit:km	kilometre	A unit which is equal to 10³ metre.
unit:km.d-1	kilometre per day	A unit which is equal to 10³ metre per 1 day.
unit:km.h-1	kilometre per hour	A unit which is equal to 10³ metre per 1 hour.
unit:km.s-1	kilometre per second	A unit which is equal to 10³ metre per 1 second.
unit:km.s-2	kilometre per square second	A unit which is equal to 10³ metre per 1 square second.
unit:km2	square kilometre	A unit which is equal to 10³ square metre.
unit:km3	cubic kilometre	A unit which is equal to 10³ cubic metre.
unit:km3.s-2	cubic kilometre per square second	A unit which is equal to 10³ cubic metre per 1 square second.
unit:kmol	kilomole	A unit which is equal to 10³ mole.
unit:kmol.L-1	kilomole per litre	A unit which is equal to 10³ mole per 1 litre.
unit:kmol.h-1	kilomole per hour	A unit which is equal to 10³ mole per 1 hour.
unit:kmol.m-1	kilomole per metre	A unit which is equal to 10³ mole per 1 metre.
unit:kmol.m-3	kilomole per cubic metre	A unit which is equal to 10³ mole per 1 cubic metre.
unit:kmol.min-1	kilomole per minute	A unit which is equal to 10³ mole per 1 minute.
unit:kmol.s-1	kilomole per second	A unit which is equal to 10³ mole per 1 second.
unit:krad	kiloradian	A unit which is equal to 10³ radian.
unit:ks	kilosecond	A unit which is equal to 10³ second.
unit:ks2	square kilosecond	A unit which is equal to 10³ square second.
unit:ksr	kilosteradian	A unit which is equal to 10³ steradian.
unit:kt	kilotonne	A unit which is equal to 10³ tonne.
unit:ku	kilodalton	A unit which is equal to 10³ dalton.
unit:lm	lumen	A special named SI unit which 1) is a unit of luminous flux and 2) is equal to a candela steradian.
unit:lm.W-1	lumen per watt	A unit which is equal to 1 lumen per 1 watt.
unit:lm.m-2	lumen per square metre	A unit which is equal to 1 lumen per 1 square metre.
unit:lm.s	lumen second	A unit which is equal to 1 lumen by 1 second.
unit:lm.s-1	lumen per second	A unit which is equal to 1 lumen per 1 second.
unit:lx	lux	A special named SI unit which 1) is a unit of illuminance and 2) is equal to a candela steradian per square metre.
unit:lx.s	lux second	A unit which is equal to 1 lux by 1 second.
unit:m	metre	An SI base unit which 1) is the SI unit of length and 2) is defined by taking the fixed numerical value of the speed of light in vacuum
unit:m%27%27	milliplane angle second	A unit which is equal to 10⁻³ plane angle second.
unit:m%27%27.a-1	milliplane angle second per year	A unit which is equal to 10⁻³ plane angle second per 1 year.
unit:m%5BH2O%5D	meter of water column	
unit:m%5BHg%5D	meter of mercury column	
unit:m-1	reciprocal metre	A unit which is equal to the reciprocal of 1 metre.
unit:m-1.T-1	reciprocal metre tesla	A unit which is equal to the reciprocal of 1 metre by 1 tesla.
unit:m-1.nm-1	reciprocal metre nanometre	A unit which is equal to the reciprocal of 1 metre by 10⁻⁹ metre.
unit:m-1.nm-1.sr-1	reciprocal metre nanometre steradian	A unit which is equal to the reciprocal of 1 metre by 10⁻⁹ metre by 1 steradian.
unit:m-1.s-1	reciprocal metre second	A unit which is equal to the reciprocal of 1 metre by 1 second.
unit:m-1.sr-1	reciprocal metre steradian	A unit which is equal to the reciprocal of 1 metre by 1 steradian.
unit:m-2	reciprocal square metre	A unit which is equal to the reciprocal of 1 square metre.
unit:m-2.s-1	reciprocal square metre second	A unit which is equal to the reciprocal of 1 square metre by 1 second.
unit:m-2.s-1.sr-1	reciprocal square metre second steradian	A unit which is equal to the reciprocal of 1 square metre by 1 second by 1 steradian.
unit:m-3	reciprocal cubic metre	A unit which is equal to the reciprocal of 1 cubic metre.
unit:m-3.s-1	reciprocal cubic metre second	A unit which is equal to the reciprocal of 1 cubic metre by 1 second.
unit:m.Es-1	metre per exasecond	A unit which is equal to 1 metre per 10¹⁸ second.
unit:m.Es-2	metre per square exasecond	A unit which is equal to 1 metre per 10¹⁸ square second.
unit:m.F-1	metre per farad	A unit which is equal to 1 metre per 1 farad.
unit:m.Gs-1	metre per gigasecond	A unit which is equal to 1 metre per 10⁹ second.
unit:m.Gs-2	metre per square gigasecond	A unit which is equal to 1 metre per 10⁹ square second.
unit:m.K-1	metre per kelvin	A unit which is equal to 1 metre per 1 kelvin.
unit:m.MHz	metre megahertz	A unit which is equal to 1 metre by 10⁶ hertz.
unit:m.Ms-1	metre per megasecond	A unit which is equal to 1 metre per 10⁶ second.
unit:m.Ms-2	metre per square megasecond	A unit which is equal to 1 metre per 10⁶ square second.
unit:m.N	metre newton	A unit which is equal to 1 metre by 1 newton.
unit:m.N.A-1	metre newton per ampere	A unit which is equal to 1 metre by 1 newton per 1 ampere.
unit:m.N.kg-1	metre newton per kilogram	A unit which is equal to 1 metre by 1 newton per 10³ gram.
unit:m.N.kg-2	metre newton per square kilogram	A unit which is equal to 1 metre by 1 newton per 10³ square gram.
unit:m.N.m-2	metre newton per square metre	A unit which is equal to 1 metre by 1 newton per 1 square metre.
unit:m.N.s-1	metre newton per second	A unit which is equal to 1 metre by 1 newton per 1 second.
unit:m.Ohm	metre ohm	A unit which is equal to 1 metre by 1 ohm.
unit:m.Ohm2.m-1	metre square ohm per metre	A unit which is equal to 1 metre by 1 square ohm per 1 metre.
unit:m.Pa	metre pascal	A unit which is equal to 1 metre by 1 pascal.
unit:m.Pa.s-1	metre pascal per second	A unit which is equal to 1 metre by 1 pascal per 1 second.
unit:m.Pa.s-2	metre pascal per square second	A unit which is equal to 1 metre by 1 pascal per 1 square second.
unit:m.Ps-1	metre per petasecond	A unit which is equal to 1 metre per 10¹⁵ second.
unit:m.Ps-2	metre per square petasecond	A unit which is equal to 1 metre per 10¹⁵ square second.
unit:m.T	metre tesla	A unit which is equal to 1 metre by 1 tesla.
unit:m.Ts-1	metre per terasecond	A unit which is equal to 1 metre per 10¹² second.
unit:m.Ts-2	metre per square terasecond	A unit which is equal to 1 metre per 10¹² square second.
unit:m.V	metre volt	A unit which is equal to 1 metre by 1 volt.
unit:m.Wb	metre weber	A unit which is equal to 1 metre by 1 weber.
unit:m.a-1	metre per year	A unit which is equal to 1 metre per 1 year.
unit:m.as-1	metre per attosecond	A unit which is equal to 1 metre per 10⁻¹⁸ second.
unit:m.as-2	metre per square attosecond	A unit which is equal to 1 metre per 10⁻¹⁸ square second.
unit:m.cs-1	metre per centisecond	A unit which is equal to 1 metre per 10⁻² second.
unit:m.cs-2	metre per square centisecond	A unit which is equal to 1 metre per 10⁻² square second.
unit:m.d-1	metre per day	A unit which is equal to 1 metre per 1 day.
unit:m.das-1	metre per decasecond	A unit which is equal to 1 metre per 10¹ second.
unit:m.das-2	metre per square decasecond	A unit which is equal to 1 metre per 10¹ square second.
unit:m.ds-1	metre per decisecond	A unit which is equal to 1 metre per 10⁻¹ second.
unit:m.ds-2	metre per square decisecond	A unit which is equal to 1 metre per 10⁻¹ square second.
unit:m.fs-1	metre per femtosecond	A unit which is equal to 1 metre per 10⁻¹⁵ second.
unit:m.fs-2	metre per square femtosecond	A unit which is equal to 1 metre per 10⁻¹⁵ square second.
unit:m.h-1	metre per hour	A unit which is equal to 1 metre per 1 hour.
unit:m.hs-1	metre per hectosecond	A unit which is equal to 1 metre per 10² second.
unit:m.hs-2	metre per square hectosecond	A unit which is equal to 1 metre per 10² square second.
unit:m.ks-1	metre per kilosecond	A unit which is equal to 1 metre per 10³ second.
unit:m.ks-2	metre per square kilosecond	A unit which is equal to 1 metre per 10³ square second.
unit:m.m-1	metre per metre	A unit which is equal to 1 metre per 1 metre.
unit:m.m-1.s-1	metre per metre second	A unit which is equal to 1 metre per 1 metre by 1 second.
unit:m.m-3	metre per cubic metre	A unit which is equal to 1 metre per 1 cubic metre.
unit:m.mN	metre millinewton	A unit which is equal to 1 metre by 10⁻³ newton.
unit:m.min-1	metre per minute	A unit which is equal to 1 metre per 1 minute.
unit:m.ns-1	metre per nanosecond	A unit which is equal to 1 metre per 10⁻⁹ second.
unit:m.ns-2	metre per square nanosecond	A unit which is equal to 1 metre per 10⁻⁹ square second.
unit:m.s-1	metre per second	A unit which is equal to 1 metre per 1 second.
unit:m.s-2	metre per square second	A unit which is equal to 1 metre per 1 square second.
unit:m.uN	metre micronewton	A unit which is equal to 1 metre by 10⁻⁶ newton.
unit:m.us-1	metre per microsecond	A unit which is equal to 1 metre per 10⁻⁶ second.
unit:m.us-2	metre per square microsecond	A unit which is equal to 1 metre per 10⁻⁶ square second.
unit:m.ys-1	metre per yoctosecond	A unit which is equal to 1 metre per 10⁻²⁴ second.
unit:m.ys-2	metre per square yoctosecond	A unit which is equal to 1 metre per 10⁻²⁴ square second.
unit:m.zs-1	metre per zeptosecond	A unit which is equal to 1 metre per 10⁻²¹ second.
unit:m.zs-2	metre per square zeptosecond	A unit which is equal to 1 metre per 10⁻²¹ square second.
unit:m2	square metre	A unit which is equal to 1 square metre.
unit:m2.Hz-1	square metre per hertz	A unit which is equal to 1 square metre per 1 hertz.
unit:m2.Hz-2	square metre per square hertz	A unit which is equal to 1 square metre per 1 square hertz.
unit:m2.J-1	square metre per joule	A unit which is equal to 1 square metre per 1 joule.
unit:m2.J-1.sr-1	square metre per joule steradian	A unit which is equal to 1 square metre per 1 joule by 1 steradian.
unit:m2.K-1	square metre per kelvin	A unit which is equal to 1 square metre per 1 kelvin.
unit:m2.N-1	square metre per newton	A unit which is equal to 1 square metre per 1 newton.
unit:m2.Pa.s	square metre pascal second	A unit which is equal to 1 square metre by 1 pascal by 1 second.
unit:m2.S.mol-1	square metre siemens per mole	A unit which is equal to 1 square metre by 1 siemens per 1 mole.
unit:m2.W	square metre watt	A unit which is equal to 1 square metre by 1 watt.
unit:m2.W.sr-1	square metre watt per steradian	A unit which is equal to 1 square metre by 1 watt per 1 steradian.
unit:m2.d-1.m-2	square metre per day square metre	A unit which is equal to 1 square metre per 1 day by 1 square metre.
unit:m2.deg-1.Hz-1	square metre per plane angle degree hertz	A unit which is equal to 1 square metre per 1 plane angle degree by 1 hertz.
unit:m2.g-1	square metre per gram	A unit which is equal to 1 square metre per 1 gram.
unit:m2.har-1	square metre per hectare	A unit which is equal to 1 square metre per 10² are.
unit:m2.kg-1	square metre per kilogram	A unit which is equal to 1 square metre per 10³ gram.
unit:m2.m-2	square metre per square metre	A unit which is equal to 1 square metre per 1 square metre.
unit:m2.mol-1	square metre per mole	A unit which is equal to 1 square metre per 1 mole.
unit:m2.nm	square metre nanometre	A unit which is equal to 1 square metre by 10⁻⁹ metre.
unit:m2.rad.kg-1	square metre radian per kilogram	A unit which is equal to 1 square metre by 1 radian per 10³ gram.
unit:m2.s	square metre second	A unit which is equal to 1 square metre by 1 second.
unit:m2.s-1	square metre per second	A unit which is equal to 1 square metre per 1 second.
unit:m2.s-1.V-1	square metre per second volt	A unit which is equal to 1 square metre per 1 second by 1 volt.
unit:m2.s-2	square metre per square second	A unit which is equal to 1 square metre per 1 square second.
unit:m2.s.rad-1	square metre second per radian	A unit which is equal to 1 square metre by 1 second per 1 radian.
unit:m2.sr	square metre steradian	A unit which is equal to 1 square metre by 1 steradian.
unit:m2.sr-1	square metre per steradian	A unit which is equal to 1 square metre per 1 steradian.
unit:m3	cubic metre	A unit which is equal to 1 cubic metre.
unit:m3.C-1	cubic metre per coulomb	A unit which is equal to 1 cubic metre per 1 coulomb.
unit:m3.K-1	cubic metre per kelvin	A unit which is equal to 1 cubic metre per 1 kelvin.
unit:m3.MPa.s-1	cubic metre megapascal per second	A unit which is equal to 1 cubic metre by 10⁶ pascal per 1 second.
unit:m3.Pa.s-1	cubic metre pascal per second	A unit which is equal to 1 cubic metre by 1 pascal per 1 second.
unit:m3.a-1	cubic metre per year	A unit which is equal to 1 cubic metre per 1 year.
unit:m3.d-1	cubic metre per day	A unit which is equal to 1 cubic metre per 1 day.
unit:m3.h-1	cubic metre per hour	A unit which is equal to 1 cubic metre per 1 hour.
unit:m3.kg-1	cubic metre per kilogram	A unit which is equal to 1 cubic metre per 10³ gram.
unit:m3.m-3	cubic metre per cubic metre	A unit which is equal to 1 cubic metre per 1 cubic metre.
unit:m3.min-1	cubic metre per minute	A unit which is equal to 1 cubic metre per 1 minute.
unit:m3.mol-1	cubic metre per mole	A unit which is equal to 1 cubic metre per 1 mole.
unit:m3.s-1	cubic metre per second	A unit which is equal to 1 cubic metre per 1 second.
unit:m3.s-2	cubic metre per square second	A unit which is equal to 1 cubic metre per 1 square second.
unit:m4	quartic metre	A unit which is equal to 1 quartic metre.
unit:m4.s-1	quartic metre per second	A unit which is equal to 1 quartic metre per 1 second.
unit:mA	milliampere	A unit which is equal to 10⁻³ ampere.
unit:mA.%5Bin_i%5D-1	milliampere per inch	A unit which is equal to 10⁻³ ampere per 1 inch.
unit:mA.mm-1	milliampere per millimetre	A unit which is equal to 10⁻³ ampere per 10⁻³ metre.
unit:mB	millibel	A unit which is equal to 10⁻³ bel.
unit:mBq	millibecquerel	A unit which is equal to 10⁻³ becquerel.
unit:mBq.L-1	millibecquerel per litre	A unit which is equal to 10⁻³ becquerel per 1 litre.
unit:mBq.d-1.m-2	millibecquerel per day square metre	A unit which is equal to 10⁻³ becquerel per 1 day by 1 square metre.
unit:mBq.g-1	millibecquerel per gram	A unit which is equal to 10⁻³ becquerel per 1 gram.
unit:mBq.kg-1	millibecquerel per kilogram	A unit which is equal to 10⁻³ becquerel per 10³ gram.
unit:mC	millicoulomb	A unit which is equal to 10⁻³ coulomb.
unit:mC.kg-1	millicoulomb per kilogram	A unit which is equal to 10⁻³ coulomb per 10³ gram.
unit:mF	millifarad	A unit which is equal to 10⁻³ farad.
unit:mGy	milligray	A unit which is equal to 10⁻³ gray.
unit:mH	millihenry	A unit which is equal to 10⁻³ henry.
unit:mH.Ohm-1	millihenry per ohm	A unit which is equal to 10⁻³ henry per 1 ohm.
unit:mH.kOhm-1	millihenry per kiloohm	A unit which is equal to 10⁻³ henry per 10³ ohm.
unit:mHz	millihertz	A unit which is equal to 10⁻³ hertz.
unit:mJ	millijoule	A unit which is equal to 10⁻³ joule.
unit:mK	millikelvin	A unit which is equal to 10⁻³ kelvin.
unit:mL	millilitre	A unit which is equal to 10⁻³ litre.
unit:mL.K-1	millilitre per kelvin	A unit which is equal to 10⁻³ litre per 1 kelvin.
unit:mL.L-1	millilitre per litre	A unit which is equal to 10⁻³ litre per 1 litre.
unit:mL.cm-2	millilitre per square centimetre	A unit which is equal to 10⁻³ litre per 10⁻² square metre.
unit:mL.cm-2.s-1	millilitre per square centimetre second	A unit which is equal to 10⁻³ litre per 10⁻² square metre by 1 second.
unit:mL.d-1	millilitre per day	A unit which is equal to 10⁻³ litre per 1 day.
unit:mL.d-1.m-2	millilitre per day square metre	A unit which is equal to 10⁻³ litre per 1 day by 1 square metre.
unit:mL.h-1	millilitre per hour	A unit which is equal to 10⁻³ litre per 1 hour.
unit:mL.kg-1	millilitre per kilogram	A unit which is equal to 10⁻³ litre per 10³ gram.
unit:mL.m-3	millilitre per cubic metre	A unit which is equal to 10⁻³ litre per 1 cubic metre.
unit:mL.min-1	millilitre per minute	A unit which is equal to 10⁻³ litre per 1 minute.
unit:mL.s-1	millilitre per second	A unit which is equal to 10⁻³ litre per 1 second.
unit:mN	millinewton	A unit which is equal to 10⁻³ newton.
unit:mN.m-1	millinewton per metre	A unit which is equal to 10⁻³ newton per 1 metre.
unit:mNp	millineper	A unit which is equal to 10⁻³ neper.
unit:mOhm	milliohm	A unit which is equal to 10⁻³ ohm.
unit:mPa	millipascal	A unit which is equal to 10⁻³ pascal.
unit:mPa.s	millipascal second	A unit which is equal to 10⁻³ pascal by 1 second.
unit:mPa.s.bar-1	millipascal second per bar	A unit which is equal to 10⁻³ pascal by 1 second per 1 bar.
unit:mS	millisiemens	A unit which is equal to 10⁻³ siemens.
unit:mS.cm-1	millisiemens per centimetre	A unit which is equal to 10⁻³ siemens per 10⁻² metre.
unit:mS.m-1	millisiemens per metre	A unit which is equal to 10⁻³ siemens per 1 metre.
unit:mSv	millisievert	A unit which is equal to 10⁻³ sievert.
unit:mT	millitesla	A unit which is equal to 10⁻³ tesla.
unit:mV	millivolt	A unit which is equal to 10⁻³ volt.
unit:mV.min-1	millivolt per minute	A unit which is equal to 10⁻³ volt per 1 minute.
unit:mW	milliwatt	A unit which is equal to 10⁻³ watt.
unit:mW.cm-2.sr-1.um-1	milliwatt per square centimetre steradian micrometre	A unit which is equal to 10⁻³ watt per 10⁻² square metre by 1 steradian by 10⁻⁶ metre.
unit:mW.m-2	milliwatt per square metre	A unit which is equal to 10⁻³ watt per 1 square metre.
unit:mW.m-2.nm-1	milliwatt per square metre nanometre	A unit which is equal to 10⁻³ watt per 1 square metre by 10⁻⁹ metre.
unit:mW.m-2.nm-1.sr-1	milliwatt per square metre nanometre steradian	A unit which is equal to 10⁻³ watt per 1 square metre by 10⁻⁹ metre by 1 steradian.
unit:mWb	milliweber	A unit which is equal to 10⁻³ weber.
unit:mar	milliare	A unit which is equal to 10⁻³ are.
unit:mcd	millicandela	A unit which is equal to 10⁻³ candela.
unit:meV	millielectronvolt	A unit which is equal to 10⁻³ electronvolt.
unit:mg	milligram	A unit which is equal to 10⁻³ gram.
unit:mg.L-1	milligram per litre	A unit which is equal to 10⁻³ gram per 1 litre.
unit:mg.cm-2	milligram per square centimetre	A unit which is equal to 10⁻³ gram per 10⁻² square metre.
unit:mg.cm-3	milligram per cubic centimetre	A unit which is equal to 10⁻³ gram per 10⁻² cubic metre.
unit:mg.d-1	milligram per day	A unit which is equal to 10⁻³ gram per 1 day.
unit:mg.d-1.kg-1	milligram per day kilogram	A unit which is equal to 10⁻³ gram per 1 day by 10³ gram.
unit:mg.d-1.m-2	milligram per day square metre	A unit which is equal to 10⁻³ gram per 1 day by 1 square metre.
unit:mg.d-1.m-3	milligram per day cubic metre	A unit which is equal to 10⁻³ gram per 1 day by 1 cubic metre.
unit:mg.dL-1	milligram per decilitre	A unit which is equal to 10⁻³ gram per 10⁻¹ litre.
unit:mg.g-1	milligram per gram	A unit which is equal to 10⁻³ gram per 1 gram.
unit:mg.h-1	milligram per hour	A unit which is equal to 10⁻³ gram per 1 hour.
unit:mg.h-1.m-2	milligram per hour square metre	A unit which is equal to 10⁻³ gram per 1 hour by 1 square metre.
unit:mg.h-1.m-3	milligram per hour cubic metre	A unit which is equal to 10⁻³ gram per 1 hour by 1 cubic metre.
unit:mg.hg-1	milligram per hectogram	A unit which is equal to 10⁻³ gram per 10² gram.
unit:mg.kg-1	milligram per kilogram	A unit which is equal to 10⁻³ gram per 10³ gram.
unit:mg.km-1	milligram per kilometre	A unit which is equal to 10⁻³ gram per 10³ metre.
unit:mg.m-1	milligram per metre	A unit which is equal to 10⁻³ gram per 1 metre.
unit:mg.m-2	milligram per square metre	A unit which is equal to 10⁻³ gram per 1 square metre.
unit:mg.min-1	milligram per minute	A unit which is equal to 10⁻³ gram per 1 minute.
unit:mg.s-1	milligram per second	A unit which is equal to 10⁻³ gram per 1 second.
unit:mho	mho	
unit:min	minute	A unit which 1) is a unit of time
unit:min-1	reciprocal minute	A unit which is equal to the reciprocal of 1 minute.
unit:mkat	millikatal	A unit which is equal to 10⁻³ katal.
unit:mlm	millilumen	A unit which is equal to 10⁻³ lumen.
unit:mlx	millilux	A unit which is equal to 10⁻³ lux.
unit:mm	millimetre	A unit which is equal to 10⁻³ metre.
unit:mm-3	reciprocal cubic millimetre	A unit which is equal to the reciprocal of 10⁻³ cubic metre.
unit:mm.K-1	millimetre per kelvin	A unit which is equal to 10⁻³ metre per 1 kelvin.
unit:mm.a-1	millimetre per year	A unit which is equal to 10⁻³ metre per 1 year.
unit:mm.d-1	millimetre per day	A unit which is equal to 10⁻³ metre per 1 day.
unit:mm.h-1	millimetre per hour	A unit which is equal to 10⁻³ metre per 1 hour.
unit:mm.min-1	millimetre per minute	A unit which is equal to 10⁻³ metre per 1 minute.
unit:mm.s-1	millimetre per second	A unit which is equal to 10⁻³ metre per 1 second.
unit:mm2	square millimetre	A unit which is equal to 10⁻³ square metre.
unit:mm2.s-1	square millimetre per second	A unit which is equal to 10⁻³ square metre per 1 second.
unit:mm3	cubic millimetre	A unit which is equal to 10⁻³ cubic metre.
unit:mm3.m-3	cubic millimetre per cubic metre	A unit which is equal to 10⁻³ cubic metre per 1 cubic metre.
unit:mm3.mm-3	cubic millimetre per cubic millimetre	A unit which is equal to 10⁻³ cubic metre per 10⁻³ cubic metre.
unit:mm4	quartic millimetre	A unit which is equal to 10⁻³ quartic metre.
unit:mmol	millimole	A unit which is equal to 10⁻³ mole.
unit:mmol.L-1	millimole per litre	A unit which is equal to 10⁻³ mole per 1 litre.
unit:mmol.d-1.m-2	millimole per day square metre	A unit which is equal to 10⁻³ mole per 1 day by 1 square metre.
unit:mmol.d-1.m-3	millimole per day cubic metre	A unit which is equal to 10⁻³ mole per 1 day by 1 cubic metre.
unit:mmol.g-1	millimole per gram	A unit which is equal to 10⁻³ mole per 1 gram.
unit:mmol.kg-1	millimole per kilogram	A unit which is equal to 10⁻³ mole per 10³ gram.
unit:mmol.m-2	millimole per square metre	A unit which is equal to 10⁻³ mole per 1 square metre.
unit:mmol.m-3	millimole per cubic metre	A unit which is equal to 10⁻³ mole per 1 cubic metre.
unit:mmol.mol-1	millimole per mole	A unit which is equal to 10⁻³ mole per 1 mole.
unit:mo	month	
unit:mo-1	reciprocal month	A unit which is equal to the reciprocal of 1 month.
unit:mo_g	mean Gregorian month	
unit:mo_j	mean Julian month	
unit:mo_s	synodal month	
